"Aug 12 2025","186.3","189.92","166.74","173.46","173.46","21567678"
"Aug 11 2025","161.01","169.8","155.53","161.17","161.17","11811300"
"Aug 8 2025","155.01","163.22","154.12","159.03","159.03","8921000"
"Aug 7 2025","167.68","169.92","151.1","152.93","152.93","10166300"
"Aug 6 2025","150.09","162.44","149","161.71","161.71","8357900"
"Aug 5 2025","160","164.32","153.91","153.93","153.93","7802400"
"Aug 4 2025","172.1","172.1","154.5","164.82","164.82","11701300"
"Aug 1 2025","176.93","181.55","167.3","168.1","168.1","12924900"
"Jul 31 2025","188.76","189.87","","","",""
